"School_Name","Address"
"JADE KINDERGARTEN","G/F, 153 SHUNG CHING SAN TSUEN TAI TONG ROAD, YUEN LONG NEW TERRITORIES"
"JING JING AC KG (HUNG SHUI KIU BR)","SHOPS 4, 5, 6, 10, 11 & 12, G/F LAI HUNG GARDEN 1 TAN KWAI TSUEN ROAD HUNG SHUI KIU, YUEN LONG NEW TERRITORIES"
"LONG PING ESTATE SING YAN KINDERGARTEN","G/F, BLOCK 10, FUNG PING HOUSE LONG PING ESTATE YUEN LONG NEW TERRITORIES"
"NT AOG CHURCH WAI YAN KINDERGARTEN","1/F 
							HING WONG HOUSE SAI CHING STREET   YLTL 285 YUEN LONG NEW TERRITORIES"
"PEACE EVANGELICAL CTR KG (TIN SHUI WAI)","G/F, ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES"
"PLK CHAN SENG YEE KINDERGARTEN","G/F, SHUI SHUM HOUSE (BLOCK 2) TIN SHUI ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"PLK ELEANOR KWOK LAW KWAI CHUN KG","G/F., BLOCK 5, HUNG LONG HOUSE HUNG FUK ESTATE YUEN LONG NEW TERRITORIES"
"PRISTINE KINDERGARTEN","BLOCKS B, C & D, 1/F, WAH KIN BUILDING TAT FAI PATH YLTL 375, YUEN LONG NEW TERRITORIES"
"REGENT'S KINDERGARTEN (BRANCH SCHOOL)","1/F 
							SHOP NOS. 5B, 6, 7, 8 & 9, 1/F. PEARL HOUSE ON LOK ROAD YUEN LONG NEW TERRITORIES"
"SAGARMATHA KINDERGARTEN","FLAT A ,B, C & F, 2/F LEN SHING MANSION 162-168 CASTLE PEAK ROAD YUEN LONG NEW TERRITORIES"
"SKH ST JOSEPH'S CHURCH KINDERGARTEN","83A NG KA TSUEN PAT HEUNG, YUEN LONG NEW TERRITORIES"
"ST LORRAINE KINDERGARTEN (YUEN LONG)","15 SAI CHING STREET YUEN LONG NEW TERRITORIES"
"ST MATTHIAS' CHURCH CHIU CHUN KG","G-2/F 
							9 MA MIU ROAD YUEN LONG NEW TERRITORIES"
"ST. JEROME'S CATHOLIC KINDERGARTEN","2/F AND 3/F 6 TIN MEI STREET TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"SUN ISLAND ENGLISH KG (YUEN LONG BRANCH)","SHOP L3, LEVEL 3 YOHO MALL II 8 LONG YAT ROAD YUEN LONG NEW TERRITORIES"
"TAI PO BAPTIST KG TIN CHAK ESTATE BRANCH","G/F, CHAK SING HOUSE TIN CHAK ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"TIN SHUI WAI ALLIANCE KINDERGARTEN","G/F, WING B & C, HENG FU HOUSE BLOCK 3, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"TSING YI TRADE ASSN TIN SHUI WAI KG","KINDERGARTEN NO 3 AT 3/F ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES"
"TWGH WONG CHU WAI FUN KINDERGARTEN","G/F 
							YIU HONG HOUSE TIN YIU ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES"
"YAN CHAI HOSPITAL MING TAK KINDERGARTEN","G/F, WING B & C, HENG KIN HOUSE BLOCK 1, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG, N.T. (KINDERGARTEN) NEW TERRITORIES"
"YL CHURCH (CCC) CHAN KWONG NO. 2 KG","NO 9 PING SHUN STREET YUEN LONG NEW TERRITORIES"
"YL P M S A A LAU LEUNG SHEUNG MEM K/G","WINGS A & B, G/F, YIU CHAK HOUSE TIN YIU ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"YL TUNG KOON DIST ASSN HUNG TING KA KG","KINDERGARTEN NO 2, ROOF FLOOR TIN YAN SHOPPING CENTRE, TIN YAN ESTATE TIN SHUI WAI NEW TERRITORIES"
"YLC(CCC) LONG PING ESTATE CHAN KWONG KG","G/F 
							HAY PING HOUSE LONG PING ESTATE YUEN LONG NEW TERRITORIES"
"YUEN KONG KINDERGARTEN","YUEN KONG VILLAGE KAM SHEUNG ROAD PAT HEUNG, YUEN LONG NEW TERRITORIES"
"YUEN LONG CHURCH (CCC) CHAN KWONG KG","5-7 PING SHUN STREET YUEN LONG NEW TERRITORIES"
"YUEN LONG LUTHERAN LIFE KINDERGARTEN","LOTS 3713 & 3714 IN D.D. 120 ON SHUN STREET YUEN LONG"
"YUEN LONG MERCHANTS ASSOCIATION KG","WINGS A & B, G/F, YIU HING HOUSE TIN YIU ESTATE TIN SHUI WAI NEW TERRITORIES"
"YUEN LONG SAM YUK KINDERGARTEN","265 - 267 CASTLE PEAK ROAD YUEN LONG YUEN LONG NEW TERRITORIES"
"AGNES KINDERGARTEN (GRANDEUR TERRACE)","KINDERGARTEN OF GRANDEUR TERRACE TIN SHUI WAI   YUEN LONG NEW TERRITORIES"
"AGNES WISE KINDERGARTEN","G/F & 1/F, KINDERGARTEN, UPTOWN 600 CASTLE PEAK ROAD HUNG SHUI KIU, YUEN LONG NEW TERRITORIES"
"ANCHORS ACADEMY AFFILIATED INT KG","2/F., ACADEMIC BLOCK 1 KO PO PATH KAM TIN NORTH YUEN LONG NEW TERRITORIES"
"C & MA TIN CHUNG NURSERY SCH","1/F 
							TIN CHUNG COURT ANCILLARY FACILITIES BLK TIN CHUNG COURT TIN SHUI WAI NEW TERRITORIES"
"C&MA FAIRVIEW PARK KINDERGARTEN","1/F BLK D & E 
							TOWN CENTRE FAIRVIEW PARK YUEN LONG NEW TERRITORIES"
"CECES ORGANIZED AETNA PRESCHOOL","G/F, ANNEX BLOCK TIN SHING SHOPPING CENTRE TIN SHING COURT TIN SHUI WAI NEW TERRITORIES"
"EFCC - TIN YAN NURSERY SCHOOL","SHOP 122, 1/F TIN YAN SHOPPING CENTRE TIN YAN ESTATE TIN SHUI WAI NEW TERRITORIES"
"FIRST AOG CHURCH TIN CHAK NURSERY","G/F 
							WING B & C, CHAK SUN HOUSE TIN CHAK ESTATE TIN SHUI WAI NEW TERRITORIES"
"GIGAMIND KINDERGARTEN","BLOCK B, MAYWOOD COURT KINGSWOOD VILLAS 9 TIN LUNG ROAD TIN SHUI WAI NEW TERRITORIES"
"HKCS TIN HENG NURSERY SCHOOL","G/F, WING B&C, HENG KWAI HOUSE TIN HENG ESTATE TIN SHUI WAI NEW TERRITORIES"
"HKSKH HA SUI WAN NURSERY SCHOOL","G/F 4 TIN LUNG ROAD TIN SHUI WAI  YUEN LONG NEW TERRITORIES"
"JOYFUL WORLD INTERNATIONAL KG(YUEN LONG)","1/F., LIN FAT BUILDING 2 FUNG KWAN STREET YUEN LONG NEW TERRITORIES"
"KARLAM ANGLO-CHINESE KINDERGARTEN","G/F - 3/F 59 ON NING ROAD YUEN LONG NEW TERRITORIES"
"MCC LITTLE ANGEL (TIN SHING) K/G","1/F 
							ANNEX BLOCK, TIN SHING SHOPPING CENTRE TIN SHUI WAI NEW TERRITORIES"
"NAAC YUEN LONG DAY NURSERY","G/F (ENTRANCE) & 1/F ORION COURT 23 MAU TAN STREET YUEN LONG NEW TERRITORIES"
"NTW&JWA L YUEN LONG NURSERY SCHOOL","4/F 
							YUEN LONG TOWN HALL 4 TAI YUK ROAD YUEN LONG NEW TERRITORIES"
"PO LEUNG KUK LIU SEW HAR KINDERGARTEN","SHOP 1-8, G/F 44 SHUI CHE KWUN STREET YUEN LONG NEW TERRITORIES"
"POH CHAN POON PUI CHING MEMORIAL KG","G/F, BLOCK 9, HOR PING HOUSE LONG PING ESTATE YUEN LONG NEW TERRITORIES"
"POH MRS. CHU KWOK KING MEMORIAL KG","G/F, WING B & C, SHUI MOON HOUSE TIN SHUI ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES"
"SA KAM TIN NURSERY SCH","G/F 
							103 KAM TIN ROAD YUEN LONG NEW TERRITORIES"
"ST LORRAINE ENGLISH KINDERGARTEN","RM G1 G/F 
							PALM SPRINGS COMMERCIAL CENTRE WO SHANG WAI YUEN LONG NEW TERRITORIES"
"ST MATTHIAS' CHURCH NURSERY SCHOOL","NO.15-20, G/F,  WOO SHUI HOUSE SHUI PIN WAI ESTATE YUEN LONG NEW TERRITORIES"
"TALENT KINDERGARTEN","KINDERGARTEN PREMISES, KENSWOOD COURT, KINGSWOOD VILLAS, 2 TIN LUNG ROAD, TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"TOPKIDS INTERNATIONAL KINDERGARTEN (YL)","G/F (PART OF) & 1/F., SHING FAT BUILDING 14 YUEN LONG TAI CHEUNG STREET YUEN LONG NEW TERRITORIES"
"TUTOR TIME INTERNATIONAL KG (YOHO)","SHOP G011 GROUND LEVEL AND MEZZANINE LEVEL YOHO MALL I, NO. 9 YUEN LUNG STREET YUEN LONG NEW TERRITORIES"
"TWGHS  ZONTA CLUB OF KOWLOON NURSERY SCH","1/F 
							ANCILLARY FACILITIES BLOCK TIN YUET ESTATE TIN SHUI WAI NEW TERRITORIES"
"YAN CHAI HOSPITAL NINA LAM KINDERGARTEN","G/F, YAN CHAI HOSPITAL 24TH TERM BOARD OF DIRECTORS SOCIAL SERVICES CENTRE 6 TIN HO ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES"
"YAN OI TONG NG WONG FUNG YING KG","5/F 
							TIN YIU COMMUNITY CENTRE TIN YIU ESTATE TIN SHUI WAI,  YUEN LONG HONG KONG"
"YL CHURCH CCC CHOW SUNG CHU OI NUR SCH","5 PING SHUN STREET YUEN LONG NEW TERRITORIES"
"YORK INTERNATIONAL PRE-SCHOOL (WETLAND)","SHOP KINDERGARTEN, G/F. WETLAND SEASONS BAY SHOPPING ARCADE 1 WETLAND PARK ROAD TIN SHUI WAI NEW TERRITORIES"
"YORK MONTESSORI INTL PRE-SCHOOL (YL)","KINDERGARTEN PREMISES, G/F. COMMERCIAL ACCOMMODATION NO. 18 CASTLE PEAK ROAD TAM MI, KAM TIN, YUEN LONG NEW TERRITORIES"
"YUEN LONG RHENISH NURSERY","RM 111 1/F 
							TIN YIU PLAZA TIN YIU ESTATE TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"YUEN YUEN KINDERGARTEN (TIN YAT ESTATE)","G/F, CARPARK BLOCK TIN YAT ESTATE TIN SHUI WAI NEW TERRITORIES"
"ZENITH KINDERGARTEN (SHERWOOD)","G/F., SHERWOOD COURT, KINGSWOOD VILLAS LOT NO. TSWTL 2 RP, TIN SHUI WAI YUEN LONG NEW TERRITORIES"
"A SMART EDUCATION CENTER","SHOP L124, 1/F., TIN YIU PLAZA TIN YIU ESTATE 2 TIN WU ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"ACADEMY OF GOODWILL EDUCATION CENTRE","SHOP 17, G/F., YEE FUNG GARDEN 38 MA TIN ROAD YUEN LONG NEW TERRITORIES"
"ACCESS TUTORIAL CTR (YEE FUNG)","SHOP NO 60, G/F, YEE FUNG GARDEN 38 MA TIN ROAD YUEN LONG NEW TERRITORIES"
"ACHIEVEMENT EDUCATIONAL CENTER (YL)","NO. 8, 3/F, KWONG WAH PLAZA 11 TAI TONG ROAD YUEN LONG NEW TERRITORIES"
"ACHIEVER EDUCATION CTR","ROOM 404 - 405, 4/F. & ROOM 809, 8/F. KWONG WAH PLAZA 11 TAI TONG ROAD YUEN LONG NEW TERRITORIES"
"ADVANCED AND ENJOYABLE EDUCATION CENTRE","SHOP 5, 1/F. YUK LUNG MANSION 18 FUNG KAM STREET YUEN LONG NEW TERRITORIES"
"ALAN CHAN EDU CENTRE (3RD BRANCH)","ROOMS 702, 703, 704 & 706 7/F YUEN LONG CENTRE 55 SAU FU STREET YUEN LONG NEW TERRITORIES"
"APEX EDUCATION CENTRE (TIN SHUI WAI)","SHOP 106, 1/F., TIN TSZ SHOPPING CENTRE TIN TSZ ESTATE 9 TIN HEI STREET TIN SHUI WAI, YUEN LONG NEW TERRITORIES"
"BABINGTON EDUCATION CENTRE (YUEN LONG)","SHOP 28, G/F., SHUN FUNG BUILDING 5 - 7 FUNG YAU STREET NORTH YUEN LONG NEW TERRITORIES"
